Mn,Ni,Mg,Ca,Fe,La,Y,In,J.uAcm2_0.80_fromCV,J.uAcm2_0.63_secondCA,J.uAcm2_0.63_initialCA
0.2,0,0,0.7,0,0.1,0,0,681.6975,1327.121905,1620.540476
0.6,0.3,0,0,0,0,0.1,0,325.117425,1326.860952,1212.692857
0,0.2,0,0,0.3,0.3,0,0.2,,1326.819048,
0.2,0,0,0.4,0.3,0.1,0,0,382.594,1326.7,2002.338095
0,0.3,0,0,0.1,0,0.1,0.5,,1326.690476,594.7566667
0.5,0,0,0,0.1,0.3,0.1,0,,1326.409524,
0.7,0.1,0,0,0,0.1,0,0.1,,1326.388095,1485.685714
0.3,0.2,0.1,0,0,0.4,0,0,350.9959,1325.736429,627.22
0,0.2,0,0,0.4,0.2,0,0.2,,1324.7,318.8171429
0.2,0.2,0.3,0,0,0.3,0,0,152.9451,1324.212143,300.4047619
0.1,0.1,0.6,0,0,0,0,0.2,223.04938,1324.090476,701.5616667
0.1,0.3,0.6,0,0,0,0,0,291.85755,1324.021429,1397.766667
0.3,0,0.1,0,0.1,0,0,0.5,,1323.766667,694.4328571
0,0.3,0.3,0.2,0,0.2,0,0,375.424,1322.42381,1091.442857
0.2,0,0,0,0.6,0.1,0.1,0,331.9175,1321.566667,545.6490476
0,0,0.3,0,0.2,0.5,0,0,352.80425,1321.30569,361.9723048
0.6,0,0,0.1,0,0,0.3,0,359.568125,1321.12619,2190.433333
0.1,0,0.2,0,0.3,0,0.4,0,387.291372,1321.042857,1016.625714
0,0.1,0.8,0.1,0,0,0,0,487.2795,1320.909524,601.2057143
0,0.2,0.3,0.1,0,0,0,0.4,259.722542,1320.904762,555.8747619
0.1,0.7,0,0,0.1,0,0.1,0,231.4395,1319.161905,1557.87619
0,0,0,0.7,0,0.3,0,0,46.7289,1319.059502,445.1980952
0.4,0.3,0.2,0,0,0,0.1,0,419.466935,1318.790714,1671.617381
0,0.1,0.6,0.1,0.2,0,0,0,414.57985,1318.290476,1162.361905
0.4,0.1,0,0.3,0,0.2,0,0,360.8632675,1318.082857,753.4711905
0,0.5,0,0,0.1,0,0.1,0.3,,1317.852381,161.4128571
0.2,0,0,0,0.7,0,0.1,0,348.480975,1317.247619,1293.262857
0.3,0,0,0,0.4,0.2,0.1,0,269.841,1317.204762,768.2185714
0.7,0,0,0.1,0,0,0.2,0,455.853375,1316.818095,2037.780952
0.5,0.2,0.1,0,0,0.2,0,0,,1316.72381,
0,0.2,0.1,0.5,0.2,0,0,0,459.8875,1316.219048,969.35
0.4,0.1,0,0.2,0,0.3,0,0,563.59475,1315.648095,948.3254762
0,0,0,0.4,0.2,0.4,0,0,-0.39265,1315.435381,755.4907857
0,0.5,0,0.1,0.1,0.3,0,0,367.52795,1314.985714,1744.914286
0,0.1,0.2,0,0.7,0,0,0,407.76145,1313.695238,1131.695238
0,0.3,0.3,0.3,0,0,0,0.1,289.95285,1313.633333,
0.1,0,0,0,0.5,0,0.3,0.1,405.534,1313.524286,669.6038095
0,0.3,0,0,0.2,0.5,0,0,375.902,1313.221429,463.8842857
0,0.1,0.2,0.1,0,0,0.6,0,402.5286,1313.009524,1175.661905
0,0.3,0.3,0.3,0,0.1,0,0,464.76255,1312.828571,1626.904762
0,0.3,0.5,0,0.2,0,0,0,440.7035,1312.4,1521.847619
0.3,0.3,0,0.3,0,0,0.1,0,491.677735,1312.386667,1107.602619
0.4,0,0,0,0.1,0.5,0,0,382.026875,1311.52,819.9440476
0,0.5,0.2,0.1,0,0,0.2,0,307.567275,1311.071429,
0.1,0,0.3,0.5,0,0,0.1,0,392.91905,1310.738095,399.9857143
0,0.4,0,0.3,0,0.3,0,0,442.567705,1309.639286,936.93
0.4,0.2,0.3,0,0,0,0.1,0,486.6869825,1309.245714,1272.171429
0.1,0,0.7,0,0.1,0,0,0.1,235.0595,1309.061905,1281.042857
0,0.1,0,0.2,0.2,0,0,0.5,301.645215,1308.771429,693.3109524
0.5,0,0,0.1,0,0,0.4,0,318.50325,1305.737143,1085.887857
0.3,0,0,0,0.6,0,0,0.1,290.84386,1305.264762,1388.492857
0,0.2,0,0,0.6,0.2,0,0,339.36675,1304.885714,1530.833333
0,0.4,0,0.5,0,0,0.1,0,,1304.706905,1445.326667
0.1,0.4,0,0,0.3,0.2,0,0,950.9985,1303.909048,1364.973333
0.2,0.3,0.1,0,0,0,0.4,0,394.1901,1303.865,1180.912857
0.4,0,0,0,0.5,0,0.1,0,383.34955,1303.788095,2176.511905
0,0.3,0.1,0,0,0.6,0,0,675.118,1303.336429,976.8714286
0,0.1,0,0,0.1,0.5,0.3,0,266.9265,1303.202857,785.7261905
0.2,0,0.1,0,0.1,0,0,0.6,,1303.152381,984.8633333
0.5,0,0,0,0.2,0.3,0,0,388.05305,1302,1444.503333
0.1,0.1,0,0,0.5,0,0.3,0,407.226,1301.995238,505.7628571
0.7,0,0,0,0,0.1,0.2,0,354.4624225,1301.961905,1447.77619
0.3,0.2,0.3,0.2,0,0,0,0,478.8615,1301.728571,959.2814286
0.5,0.2,0,0,0.1,0.2,0,0,269.086,1301.42381,1306.861905
0.2,0,0.1,0,0.2,0.5,0,0,367.6217,1301.033333,1037.210952
0,0.1,0,0.5,0.4,0,0,0,401.01575,1300.054762,1529.466667
0,0.5,0,0.4,0.1,0,0,0,278.013175,1299.935476,1546.580952
0,0.2,0.4,0.2,0,0,0,0.2,281.71497,1298.514286,494.2757143
0.1,0,0,0,0.3,0.3,0,0.3,348.0819,1298.042857,583.9014286
0.1,0,0.7,0.1,0,0,0.1,0,365.664,1297.280952,923.0014286
0.3,0.4,0.1,0,0,0,0,0.2,240.6026325,1297.254524,1066.045
0,0.9,0,0.1,0,0,0,0,260.3858777,1297.129524,1017.360476
0.1,0,0.1,0,0.2,0,0,0.6,264.5487,1297.090476,980.2742857
0,0.6,0,0.1,0.1,0,0.2,0,342.5148,1296.657143,1477.552381
0.4,0.2,0,0.2,0,0.2,0,0,527.007595,1296.409048,1363.011667
0,0.5,0.2,0,0.1,0.2,0,0,442.3655,1296.228571,613.3328571
0,0.2,0.3,0.3,0.2,0,0,0,310.039075,1294.707143,1309.315952
0.3,0.1,0,0,0.5,0,0,0.1,330.51925,1294.004762,1353.180952
0.2,0.4,0,0.4,0,0,0,0,159.777975,1293.652381,1339.92381
0.1,0,0.2,0.3,0.4,0,0,0,443.67695,1293.329048,1724.852381
0.1,0.6,0,0,0.3,0,0,0,293.294,1293.161905,1257.328095
0.2,0,0.3,0.4,0.1,0,0,0,417.972965,1292.97381,2185.938095
0,0,0,0.6,0.1,0,0.3,0,327.508715,1292.945474,396.8638333
0.3,0.1,0,0,0.5,0.1,0,0,280.57159,1292.933333,1229.842857
0,0,0,0.9,0.1,0,0,0,301.1585,1292.76381,1272.912143
0,0.3,0,0,0.7,0,0,0,627.5836025,1292.471429,1291.947857
0.1,0,0,0.4,0.2,0,0,0.3,324.7495,1292.4,792.8642857
0,0.1,0,0.2,0.7,0,0,0,307.25465,1292.288095,889.4542857
0.1,0.4,0.3,0,0.2,0,0,0,237.9304803,1291.863333,1312.271429
0.5,0.1,0.4,0,0,0,0,0,298.933025,1291.718333,3769.509524
0.1,0.2,0.6,0.1,0,0,0,0,460.5435,1290.562143,649.1371429
0.1,0.2,0,0.6,0,0,0.1,0,399.2257313,1290.48119,565.9447619
0,0.1,0,0,0.1,0,0.8,0,282.9935,1290.433333,567.7361905
0.2,0,0.1,0,0.5,0.2,0,0,305.221905,1290.338095,1406.02381
0.2,0.3,0.4,0,0,0.1,0,0,324.02084,1290.290476,554.4404762
0.2,0.6,0,0,0,0,0.2,0,274.076725,1290.22381,1368.830952
0.3,0,0.6,0,0,0.1,0,0,298.316034,1289.795476,843.7042857
0.3,0.5,0,0,0,0,0.1,0.1,116.74905,1289.308095,950.3690476
0.4,0,0,0,0.1,0.3,0,0.2,301.274,1289.3,1287.97619
0,0.1,0.5,0.1,0,0.3,0,0,327.53195,1289.009524,637.4604762
0.7,0.1,0.1,0,0,0,0.1,0,,1288.685714,1343.442857
0.3,0,0.5,0,0.2,0,0,0,381.58065,1288.4,1797.614286
0.1,0,0,0,0.1,0,0.1,0.7,342.553105,1288.338095,915.062381
0,0.3,0.1,0,0.5,0,0,0.1,,1287.414286,688.0928571
0,0,0.2,0.4,0,0.4,0,0,386.283625,1286.850881,17.63804762
0.1,0.2,0.1,0.6,0,0,0,0,357.732005,1286.721429,467.5821429
0.8,0.1,0,0,0,0.1,0,0,778.16324,1285.380952,1875.169048
0.2,0,0,0.1,0.3,0,0.4,0,405.9516,1285.328571,1558.428571
0,0.4,0,0,0.6,0,0,0,262.29435,1285.07619,374.7738095
0.2,0,0,0,0.3,0.3,0.2,0,270.175,1284.82381,507.6128571
0.2,0.4,0,0,0,0,0.4,0,323.69345,1284.709524,1747.2
0.1,0,0.4,0,0.4,0,0.1,0,590.27,1284.114286,1153.858571
0.3,0.5,0,0,0.1,0,0.1,0,327.2147775,1282.779286,2023.219048
0,0.2,0,0.1,0.1,0.6,0,0,435.0181,1282.390476,
0.1,0.8,0,0.1,0,0,0,0,242.11893,1282.352381,1388.419048
0.4,0.3,0.2,0,0,0,0,0.1,278.5972,1282.053095,1177.702381
0,0.1,0,0,0,0.8,0.1,0,,1281.641429,1013.89619
0.3,0,0,0.6,0.1,0,0,0,375.522,1281.585714,2563.714286
0.1,0.5,0,0,0.1,0.3,0,0,310.7255095,1281.47381,577.0314286
0,0.4,0.1,0,0.1,0,0.4,0,541.909,1281.257143,969.9538095
0.1,0,0.1,0.5,0,0,0.3,0,391.029,1281.257143,674.9938095
0,0.2,0,0,0,0,0,0.8,,1280.7,656.8485714
0.7,0.2,0,0,0.1,0,0,0,698.9805,1280.5,1741.283333
0.1,0.4,0,0,0.4,0.1,0,0,427.8604225,1280.331905,882.2142857
0.2,0.1,0,0.4,0.3,0,0,0,440.137,1279.885714,1065.019048
0.1,0,0.1,0.6,0,0,0,0.2,256.16895,1279.757143,1571.3
0.4,0.1,0.4,0,0,0,0.1,0,326.7493198,1279.333333,1005.210952
0.3,0.1,0.5,0,0,0.1,0,0,336.68905,1278.751905,1908.753333
0,0.4,0,0.1,0.3,0.2,0,0,304.583,1278.452381,1801.6
0.1,0.2,0,0,0.6,0,0.1,0,353.20695,1277.290476,539.6109524
0.1,0,0.1,0,0.2,0,0.6,0,269.331,1277.219048,1714.761905
0,0.4,0,0,0.2,0.2,0.2,0,299.65503,1276.628571,414.5561905
0,0.3,0,0.4,0.2,0.1,0,0,450.111,1276.404762,439.19
0.6,0,0,0.1,0.1,0,0,0.2,282.618,1276.347619,
0.2,0,0.3,0.4,0,0.1,0,0,443.8795,1275.842857,1463.866667
0.3,0,0,0.1,0.3,0,0,0.3,267.6537825,1275.742857,1473.509524
0,0,0.2,0.1,0.4,0.3,0,0,357.161825,1275.640314,942.143419
0,0.3,0.4,0.1,0,0.2,0,0,351.8151,1275.614286,384.5761905
0,0.4,0.4,0,0.1,0.1,0,0,465.362105,1275.561905,1447.87619
0.1,0.6,0,0.1,0,0,0.2,0,161.15795,1275.534048,1473.418095
0.4,0.2,0.3,0,0,0.1,0,0,348.053725,1274.950476,1461.231905
0.1,0,0,0,0.3,0.4,0,0.2,286.209,1274.619048,272.1514286
0.1,0.2,0,0.3,0.4,0,0,0,375.346175,1273.862381,1791.855714
0.3,0,0,0,0.1,0,0,0.6,306.154925,1273.609762,695.085
0.3,0.1,0,0.5,0,0.1,0,0,381.22226,1272.806905,1279.434524
0.1,0.2,0,0,0.5,0.2,0,0,206.623,1272.5,225.0614286
0.1,0,0,0,0.1,0,0.8,0,517.411725,1271.930952,535.5104762
0.1,0.2,0.4,0,0.3,0,0,0,463.01215,1271.380952,1344.790476
0.3,0.1,0,0.1,0,0.5,0,0,665.8955,1270.409286,706.0233333
0.7,0,0,0,0.1,0,0.1,0.1,340.265016,1270.37619,1356.914286
0,0.2,0,0.7,0.1,0,0,0,346.1002915,1270.030952,446.6752381
0.5,0.4,0,0,0,0,0,0.1,365.093185,1269.904762,1353.119048
0,0,0.5,0,0.3,0,0.2,0,2.86545,1268.728024,1179.27581
0.2,0.6,0,0.1,0,0,0.1,0,636.5045,1268.315476,1124.12619
0,0.3,0.1,0.2,0,0,0.4,0,363.36051,1268.219048,600.6142857
0.3,0,0,0.2,0,0.5,0,0,355.7351725,1267.803333,421.5971429
0,0.3,0,0,0.4,0.3,0,0,340.9791,1267.226429,252.4304762
0.1,0.3,0,0.5,0,0.1,0,0,481.844,1267.177381,790.2497619
0.2,0.6,0,0,0.2,0,0,0,306.92475,1267,1472.047619
0,0.4,0,0.5,0.1,0,0,0,368.3044675,1266.615714,466.9652381
0,0.6,0.2,0,0.1,0,0.1,0,625.9215,1265.790476,373.6795238
0.4,0,0.1,0.4,0.1,0,0,0,450.065,1265.5,1595
0.6,0.1,0,0,0,0,0,0.3,271.24515,1264.474762,1074.352857
0.2,0.2,0,0,0.6,0,0,0,316.1459,1263.978571,1840.590476
0,0.1,0,0,0.6,0,0.1,0.2,,1263.966667,
0.3,0,0.1,0.1,0.5,0,0,0,367.645,1263.966667,1834.319048
0.4,0.2,0.4,0,0,0,0,0,312.271684,1263.742857,1983.380952
0,0,0.2,0.5,0.3,0,0,0,419.5037,1263.588333,879.0421429
0,0.1,0.3,0,0.2,0,0.4,0,444.214,1263.204762,632.5804762
0.4,0.4,0,0,0,0,0.2,0,323.7717178,1263.176667,1646.67619
0,0.2,0.2,0.3,0,0.3,0,0,407.6439,1262.690476,
0,0.3,0,0,0.6,0.1,0,0,335.053,1261.928571,1094.677143
0.5,0,0.2,0.2,0.1,0,0,0,276.3532,1261.485714,2145.619048
0.1,0,0.7,0.1,0.1,0,0,0,390.86535,1261.361905,802.0204762
0.4,0,0,0,0.1,0.4,0,0.1,309.29465,1261.138095,1251.195238
0.4,0.1,0,0,0.2,0,0.3,0,287.8178805,1261.121429,1214.039762
0.1,0,0,0,0.6,0.2,0,0.1,252.016,1260.838095,651.4504762
0.3,0.2,0,0.3,0,0,0,0.2,301.0689135,1260.803095,712.0238095
0.1,0,0.3,0,0,0,0.6,0,354.9927,1260.47619,960.1319048
0.7,0.1,0.1,0.1,0,0,0,0,,1260.32381,
0,0.1,0.1,0.6,0.2,0,0,0,334.731875,1260.304762,1671.569048
0,0,0.1,0,0.2,0,0.7,0,1.39745,1259.952824,13.6517619
0.2,0,0,0.1,0.5,0.2,0,0,415.77155,1259.947619,968.042381
0.1,0,0,0,0.5,0.2,0,0.2,374.564965,1259.266667,456.5271429
0.5,0,0.3,0.1,0,0,0.1,0,337.568,1259.190476,2334.295238
0,0.3,0.2,0,0.3,0,0,0.2,,1257.638095,
0.3,0,0,0,0.2,0,0,0.5,381.11705,1257.304762,1258.92381
0.1,0,0,0,0.4,0.5,0,0,356.99085,1257.152381,1156.798333
0.1,0.1,0,0.6,0,0,0.2,0,500.60515,1256.821905,933.9678571
0,0,0.2,0.7,0,0.1,0,0,385.989875,1254.325374,949.9488643
0,0.3,0,0,0.1,0,0.2,0.4,,1254.280952,518.0461905
0,0.1,0.3,0,0.2,0.4,0,0,303.14031,1252.966667,814.8871429
0,0.5,0,0.2,0.1,0,0.2,0,435.10285,1252.352381,2293.295238
0.2,0.1,0.2,0,0.5,0,0,0,473.3217,1252.12381,1617.190476
0,0,0,0.6,0.4,0,0,0,350.14105,1252.109524,793.2857143
0.2,0,0.2,0,0,0.6,0,0,377.1696678,1252.074286,775.3116667
0.1,0.5,0,0.2,0.2,0,0,0,506.313,1251.747619,1634.07619
0.5,0.1,0.1,0,0,0,0.3,0,327.621475,1251.552857,1429.344524
0,0.2,0.1,0.4,0,0.3,0,0,322.765525,1251.52381,
0.1,0.2,0,0.5,0.2,0,0,0,223.82939,1251.171429,1232.485714
0,0.5,0.2,0,0.2,0,0.1,0,295.3045,1250.37,402.2204762
0.3,0,0.3,0.1,0.3,0,0,0,353.98285,1250.233333,2062.985714
0,0.1,0.6,0.3,0,0,0,0,406.6809875,1250.002619,595.9404762
0.3,0.1,0,0,0.2,0.4,0,0,290.9775,1249.290476,982.1871429
0.5,0,0,0.4,0,0,0.1,0,344.006475,1248.399524,1777.809524
0.7,0,0,0,0,0.2,0,0.1,282.217105,1248.342857,1362.457143
0.5,0,0,0,0.3,0.1,0.1,0,,1247.809524,1147.990476
0,0.7,0,0,0.1,0.1,0.1,0,281.60355,1247.533333,906.8828571
0.4,0,0.1,0,0.3,0,0,0.2,297.86115,1246.585714,1447.942857
0,0.1,0.3,0,0.4,0,0,0.2,,1246.380952,694.2552381
0,0.1,0,0,0.4,0.5,0,0,364.4532,1243.940238,299.3080952
0.4,0,0,0.1,0,0,0.5,0,380.543925,1243.615714,1266.424048
0.2,0.1,0,0,0.5,0,0,0.2,255.2317345,1242.73619,951.2871429
0.4,0,0,0,0.3,0.3,0,0,351.30185,1242.668333,919.9180952
0.1,0.3,0,0,0.5,0.1,0,0,349.426575,1242.666667,666.162381
0.1,0,0.2,0,0.2,0.5,0,0,350.803,1242.142857,1243.195238
0.2,0.8,0,0,0,0,0,0,295.2869763,1242.119048,1151.166667
0.2,0.7,0.1,0,0,0,0,0,246.1262315,1241.95,2129.283333
0.1,0,0.5,0.3,0.1,0,0,0,335.89815,1241.65,1026.054762
0.3,0.1,0.3,0,0.3,0,0,0,565.421,1240.747619,1636.866667
0.2,0,0,0.6,0.1,0,0.1,0,332.11464,1240.738095,
0.1,0,0.5,0,0.4,0,0,0,404.5525,1240.342857,1389.621429
0,0.1,0.3,0.1,0.5,0,0,0,274.54251,1239.710476,803.3804762
0,0,0.4,0,0.1,0.5,0,0,470.3675,1239.661905,2241.07619
0.1,0.2,0,0,0.2,0,0.5,0,324.4136,1238.95619,362.8066667
0.2,0,0.7,0,0,0.1,0,0,201.98535,1238.849524,596.0545238
0.6,0,0,0.2,0,0,0,0.2,143.94075,1237.866429,799.9066667
0.3,0.1,0,0,0.5,0,0.1,0,282.025575,1237.790476,1439.05
0.3,0.2,0,0,0.1,0.4,0,0,342.65085,1237.78619,972.2838095
0.7,0,0,0,0.2,0,0,0.1,333.41005,1237.776905,1696.130952
0.1,0,0,0.4,0,0.5,0,0,406.868175,1236.618095,1574.271429
0.1,0,0.5,0,0.2,0,0,0.2,303.3109,1235.97619,783.1057143
0.1,0,0.3,0,0.4,0,0,0.2,226.5226108,1235.385714,1003.482857
0,0.1,0,0,0.8,0,0.1,0,449.232795,1235.190476,330.0178571
0.5,0.1,0,0,0.1,0,0,0.3,284.96752,1233.956905,672.8147619
0,0,0.2,0.3,0,0.5,0,0,339.578725,1232.711476,460.7776429
0.2,0,0,0,0.1,0,0,0.7,398.6764,1232.628571,
0,0.3,0,0,0.2,0.4,0,0.1,,1232.319048,643.272381
0.2,0,0.7,0,0.1,0,0,0,249.20375,1231.495238,1216.8
0,0.9,0,0,0,0.1,0,0,189.56245,1231.272381,1122.285714
0.2,0,0.1,0.6,0,0,0,0.1,255.22225,1231.061905,916.2119048
0,0.2,0,0,0,0.2,0.5,0.1,,1230.960952,557.7871429
0.2,0,0,0,0.2,0,0.6,0,290.90158,1230.837143,1134.22381
0.2,0.1,0.4,0,0,0.3,0,0,380.096375,1230.473095,1364.849524
0,0.4,0.2,0.4,0,0,0,0,420.1165,1229.161905,871.7452381
0.5,0.2,0,0.1,0,0,0,0.2,204.279245,1228.74881,825.282381
0.2,0,0.2,0,0.3,0,0.3,0,483.969,1228.628571,1255.361905
0,0.2,0,0.1,0.4,0.3,0,0,322.340245,1228.571429,1481.071429
0.3,0,0.2,0,0.1,0.4,0,0,330.4163,1228.261905,2372.1
0,0.4,0.5,0,0,0.1,0,0,321.2005,1228.18,1238.370238
0.1,0,0.1,0,0.6,0,0,0.2,233.93595,1227.619048,1048.719048
0.1,0.2,0.6,0,0.1,0,0,0,388.2745,1225.109524,1461.261905
0.3,0.1,0,0.3,0,0.3,0,0,584.16045,1224.012143,1048.032619
0.3,0.3,0.1,0,0,0.3,0,0,458.5607945,1223.530238,919.8164286
0,0.3,0.3,0.1,0.3,0,0,0,432.123,1222.190476,878.6419048
0.4,0.4,0,0.1,0,0,0,0.1,256.60025,1222.172381,1161.11
0.6,0.1,0,0.2,0,0,0,0.1,318.06335,1222.038095,1710.785714
0,0.1,0,0.7,0.2,0,0,0,323.406215,1220.866667,564.9538095
0.2,0,0,0.2,0.3,0,0,0.3,255.2639,1220.6,774.1442857
0,0.1,0,0,0.1,0.3,0,0.5,,1219.361905,496.6590476
0.1,0,0,0,0.6,0.1,0.2,0,,1217.495238,585.7438095
0,0.2,0,0,0.4,0.3,0.1,0,264.1755,1217.085714,546.1566667
0.8,0,0,0,0.1,0,0,0.1,458.892,1216.82119,1524.67381
0.2,0.4,0.1,0,0,0,0,0.3,243.693665,1216.738095,1059.77381
0.2,0,0.6,0.2,0,0,0,0,357.0335,1215.92381,1957.095238
0.2,0,0,0,0.4,0.2,0.2,0,259.55255,1215.309524,269.6347619
0.4,0.4,0,0,0.1,0,0,0.1,314.49585,1215.257857,1591.415714
0.1,0.2,0,0.6,0,0.1,0,0,414.455375,1215.152857,1049.761429
0.7,0,0,0.1,0,0.1,0.1,0,287.359235,1214.095238,1927.104762
0.3,0.4,0,0,0,0.1,0,0.2,177.7288983,1213.847619,1021.679048
0.4,0.2,0.1,0.3,0,0,0,0,351.7185,1213.487857,1010.30881
0.7,0,0,0,0.2,0,0.1,0,414.6509,1213.447619,2412.285714
0.2,0.1,0.6,0,0.1,0,0,0,436.256,1213.428571,788.0304762
0.2,0.3,0.2,0.3,0,0,0,0,296.6922,1213.42381,671.2885714
0,0.2,0.5,0.2,0,0,0.1,0,532.855,1213.142857,283.3128571
0.2,0.1,0,0,0.4,0.3,0,0,328.00517,1213.128571,624.2171429
0.1,0,0,0.2,0.1,0,0.6,0,338.6838,1213.085714,263.5666667
0,0.3,0,0,0.3,0,0.2,0.2,,1211.957143,
0,0.3,0,0.3,0.3,0,0.1,0,404.017,1211.838095,1254.280952
0.2,0.1,0,0.3,0.4,0,0,0,344.5914,1211.347619,1033.06619
0.2,0.4,0,0.3,0,0.1,0,0,327.5011,1211.27881,1033.974286
0.2,0,0.4,0.3,0.1,0,0,0,282.6737,1211.17619,588.3019048
0,0,0,0,0,0.7,0,0.3,,1211.085,510.0380952
0.2,0.4,0.2,0,0,0,0,0.2,128.69935,1210.480476,718.6319048
0,0.1,0.5,0.3,0,0.1,0,0,390.59365,1210.095238,260.5809524
0.2,0.2,0,0,0.1,0,0.5,0,351.7504,1209.890476,1602.97619
0,0.1,0,0.4,0.1,0,0.4,0,517.7485,1209.833333,443.547619
0.2,0.6,0,0,0,0.1,0,0.1,240.11525,1209.67381,827.0438095
0,0.5,0,0.4,0,0,0.1,0,534.312,1208.764762,951.67
0.2,0,0.3,0,0,0.5,0,0,318.554,1208.525,1002.674286
0,0.1,0.1,0.3,0.5,0,0,0,376.37005,1207.361905,629.1314286
0.2,0,0.3,0.2,0,0,0.3,0,357.833,1207.090476,1593.757143
0.1,0.5,0,0,0.2,0.2,0,0,371.669625,1206.91,663.1607143
0.1,0,0.3,0,0,0.6,0,0,234.792875,1206.855667,195.3221429
0.1,0,0,0.3,0.1,0,0,0.5,205.721755,1206.661905,805.7504762
0.1,0.7,0.2,0,0,0,0,0,425.049,1206.585714,551.2657143
0.4,0.1,0,0,0.2,0.3,0,0,314.067838,1206.453571,1014.583571
0,0.2,0.1,0.5,0,0,0.2,0,248.4011,1206.07619,315.6071429
0,0.2,0.2,0.4,0,0.2,0,0,363.9731,1205.866667,1313.67619
0,0.1,0.4,0.2,0.3,0,0,0,429.563,1205.52381,1274.995238
0.1,0.7,0,0.1,0,0,0.1,0,374.668,1205.00619,909.0928571
0.4,0.3,0,0.2,0,0,0,0.1,247.549725,1204.92619,1190.70619
0.1,0,0.4,0.1,0,0,0,0.4,269.51615,1204.852381,706.5957143
0,0,0.2,0.2,0.3,0,0.3,0,373.998125,1204.810548,571.6676429
0,0.6,0,0,0.1,0.3,0,0,376.9604075,1204.571667,416.13
0,0.1,0,0,0.1,0,0.2,0.6,242.2145,1204.547619,
0.2,0,0.3,0,0.3,0,0.2,0,443.683,1204.404762,2693.433333
0.1,0,0.4,0,0,0.5,0,0,288.341,1204.155,622.8080952
0.1,0,0,0,0.7,0,0.2,0,280.65975,1203.860238,1495.588095
0,0.1,0,0.1,0.6,0,0,0.2,323.568,1202.4,1111.369048
0.4,0,0.4,0,0.1,0,0.1,0,485.1425,1202.380952,1313.67619
0.1,0.7,0,0,0,0.1,0.1,0,140.22885,1202.283095,886.0795238
0,0.1,0,0,0.1,0,0.4,0.4,289.354,1201.56,381.2533333
0,0.2,0,0,0.3,0,0.5,0,266.81859,1201.323095,760.7588095
0,0.1,0,0.2,0.5,0,0.2,0,477.78,1201.261905,537.8952381
0,0.1,0,0.1,0.2,0.6,0,0,370.650015,1200.938095,800.927619
0.2,0,0,0.6,0.1,0,0,0.1,223.1525,1200.619048,719.5585714
0,0.3,0,0.1,0.4,0,0.2,0,420.28575,1200.61381,788.0347619
0.7,0.1,0.1,0,0,0,0,0.1,,1200.185714,1343.795238
0,0,0.2,0.5,0,0.3,0,0,301.913075,1200.007048,126.8414286
0.3,0,0,0.1,0.3,0.3,0,0,361.236115,1199.628571,1670.147619
0.2,0.2,0,0,0.5,0,0,0.1,264.32047,1198.866667,
0.4,0.3,0,0.2,0,0,0.1,0,468.284,1198.409048,1046.892619
0.1,0,0.1,0.5,0,0.3,0,0,301.781,1197.114286,910.9395238
0,0.1,0,0.5,0.3,0,0.1,0,293.44219,1196.638095,
0.2,0.1,0,0,0.2,0.5,0,0,213.27945,1196.465238,1841.047619
0.4,0.2,0,0.2,0,0,0,0.2,166.637135,1196.203333,980.5861905
0,0.4,0,0.2,0.2,0,0,0.2,305.48875,1196.052381,
0.2,0,0,0,0.2,0,0,0.6,271.8204925,1195.752857,835.2709524
0.5,0,0,0,0.3,0,0.1,0.1,285.9447,1195.247619,1084.171429
0,0.1,0,0.2,0.5,0.2,0,0,397.7692,1194.995238,264.9209524
0.6,0,0.2,0,0,0,0.2,0,369.267175,1193.521429,
0.2,0,0.1,0.4,0.3,0,0,0,281.2846,1193.204762,775.8533333
0.2,0,0,0.7,0,0,0.1,0,302.56098,1193.178571,936.002619
0.4,0,0,0,0.1,0.3,0.2,0,290.232,1192.866667,675.812381
0.7,0,0.1,0,0,0,0.2,0,383.822475,1192.657143,1434.952381
0.2,0.7,0,0,0,0,0,0.1,217.15044,1192.248095,1199.685714
0,0,0.1,0,0.9,0,0,0,302.60185,1192.128571,702.9878333
0.1,0,0,0.7,0.2,0,0,0,301.1053,1191.785714,802.5290476
0.2,0,0,0,0.2,0.6,0,0,289.776235,1190.746667,808.2754762
0.5,0.1,0.3,0,0,0,0,0.1,,1190.49881,1570.666667
0.2,0,0,0.5,0,0.2,0,0.1,,1190.428571,806.722381
0,0,0.4,0.3,0.2,0,0.1,0,5.88048,1190.060548,666.300769
0,0.1,0,0,0.2,0.2,0.5,0,,1189.895238,671.3052381
0.1,0,0,0,0.3,0.6,0,0,389.382,1189.730952,348.6047619
0.3,0,0,0.4,0.2,0,0,0.1,274.6033,1189.595238,
0.4,0.2,0.2,0,0,0,0,0.2,333.4187,1188.851667,961.6966667
0,0.3,0,0.3,0,0,0.4,0,379.9334083,1188.664524,580.7192857
0,0.5,0,0.1,0,0,0.4,0,261.354,1188.438095,845.1619048
0,0.3,0.2,0.5,0,0,0,0,509.59235,1188.295238,1215.542381
0,0.4,0,0.1,0.2,0,0.3,0,405.921,1188.204762,1899.966667
0,0.2,0.7,0,0,0.1,0,0,291.4752443,1188.161905,262.8714286
0.1,0,0.4,0.2,0.3,0,0,0,396.8642,1187.92381,564.8114286
