Mn,Ni,Mg,Ca,Fe,La,Y,In,J.uAcm2_0.80_fromCV,J.uAcm2_0.63_secondCA,J.uAcm2_0.63_initialCA
0,0.6,0,0.3,0,0,0.1,0,,320.8995238,403.4085714
0,0,0.8,0,0,0.2,0,0,68.9818,320.5947167,14.55847619
0,0,0.1,0.3,0,0,0,0.6,67.35805053,320.463,324.7413048
0,0,0.1,0.5,0.2,0,0.2,0,107.8279225,320.4573095,218.7345
0,0.1,0,0.4,0.2,0.3,0,0,73.3444,320.3119048,328.2595238
0.1,0.4,0.1,0.4,0,0,0,0,222.401875,319.9285714,589.752381
0,0.4,0,0,0.1,0.1,0,0.4,,319.7142857,200.8028571
0,0,0.2,0,0.2,0,0.6,0,89.8863825,319.68445,355.7884524
0,0,0.2,0,0.7,0,0,0.1,86.0909975,319.2590476,495.975619
0,0.3,0.2,0,0,0.4,0,0.1,,319.0009524,493.7085714
0,0.2,0.4,0,0,0.1,0,0.3,,318.8919048,188.0961905
0.1,0.5,0,0.3,0,0,0.1,0,103.04975,318.6109524,844.1502381
0,0.2,0,0,0,0.2,0.6,0,,318.6071429,381.0019048
0,0.1,0,0,0,0.5,0.1,0.3,,318.4502381,379.5683333
0.2,0,0,0,0,0,0.6,0.2,,318.3283333,301.972619
0,0.2,0,0.4,0,0.3,0,0.1,,318.2938095,478.267619
0.1,0,0.3,0,0,0,0.4,0.2,,318.207619,331.4619048
0,0,0.2,0.5,0,0,0,0.3,67.0236525,318.1615048,189.512619
0.2,0,0.2,0,0.2,0,0.4,0,81.097625,318.0738095,408.3971429
0.3,0,0.3,0,0,0.1,0.3,0,72.1693,317.8709524,441.072381
0,0,0,0.2,0.3,0,0.5,0,131.169725,317.7496667,174.6760714
0.3,0,0,0.1,0,0,0.2,0.4,,317.7309524,553.3109524
0,0,0,0,0,0,0,1,80.4148825,317.7014286,220.19
0,0.7,0.1,0,0,0,0.2,0,96.62659,317.1630952,928.5440476
0,0.1,0,0.5,0.1,0,0.3,0,96.978285,317.0466667,1679.090476
0,0,0,0,0.3,0.1,0.4,0.2,87.021259,316.95715,142.8119714
0,0.4,0,0.1,0,0.4,0,0.1,,316.9171429,591.6252381
0,0,0.2,0.4,0.1,0,0.3,0,103.685775,316.8469524,930.609
0.1,0,0,0.6,0,0,0.1,0.2,,316.6604762,368.2566667
0,0.3,0.1,0.5,0,0,0.1,0,80.414865,316.5228571,500.6633333
0,0.1,0,0,0.3,0.4,0.2,0,,316.4890476,309.1652381
0,0,0,0,0.6,0,0.1,0.3,0.1742,316.3096667,202.2133333
0,0.1,0.4,0.3,0,0,0,0.2,79.886,315.4547619,182.327619
0,0,0.1,0.8,0,0,0,0.1,85.28355,315.2086667,194.1870238
0,0.5,0.2,0,0,0,0.1,0.2,,315.087619,308.5014286
0.1,0,0,0,0,0.3,0.4,0.2,99.52445,314.94,246.6185714
0,0.1,0,0,0,0.3,0.6,0,79.28105,314.8895238,343.0985714
0.1,0.3,0.4,0,0,0,0.2,0,77.36892,314.8290476,560.4238095
0.2,0,0.2,0,0,0.1,0,0.5,,314.5938095,394.0014286
0,0,0.1,0.6,0,0,0,0.3,65.5940675,313.6894524,300.0717381
0.1,0,0.3,0,0,0,0.5,0.1,,313.0085714,538.6819048
0,0,0.1,0.4,0.4,0,0.1,0,77.1245375,313.0084762,645.1018619
0,0,0,0.1,0,0.5,0.1,0.3,0.60275,312.91565,462.2682381
0,0.1,0,0.2,0,0.5,0,0.2,,312.8814286,289.7628571
0.2,0.1,0,0,0,0,0.5,0.2,71.52155,312.7390476,512.5314286
0,0,0,0.3,0,0.4,0.1,0.2,3.68515,312.6182143,11.9033381
0,0,0.4,0.1,0,0,0,0.5,71.9619,312.5553095,152.8483571
0.2,0,0.3,0,0,0,0.1,0.4,,312.4233333,212.3490476
0.1,0,0.1,0,0,0.3,0.5,0,78.31945,312.3661905,153.7242857
0,0,0.5,0,0,0,0.2,0.3,6.6166,312.1183571,196.7369762
0.1,0,0.4,0,0,0.1,0,0.4,,311.5838095,427.1147619
0.1,0,0.3,0,0,0.1,0.5,0,74.42285,310.952381,383.9342857
0.1,0,0,0,0,0.6,0.3,0,67.57135,310.9185714,950.8590476
0.1,0,0.3,0,0,0.2,0.4,0,93.692065,310.6890476,499.5190476
0,0.1,0,0.1,0,0.2,0,0.6,,310.5952381,460.2242857
0,0,0,0.8,0,0.2,0,0,141.52785,310.4609524,415.7105452
0,0,0,0.8,0,0,0,0.2,67.15785,310.3252381,406.8347619
0.2,0,0.1,0,0,0.4,0,0.3,,310.1138095,291.9290476
0,0.2,0,0,0.1,0.4,0,0.3,,310.0952381,258.7228571
0,0,0,0.2,0,0.6,0.1,0.1,0.99265,309.9349286,349.1977357
0,0,0,0.3,0,0,0,0.7,2.42875,309.8893095,833.7728571
0,0,0,0.2,0,0.3,0.2,0.3,65.6485,309.6705381,563.6703976
0.2,0.1,0,0,0,0.6,0.1,0,,309.6059524,507.2609524
0.3,0,0.2,0,0,0,0.1,0.4,,309.547619,
0,0,0.4,0,0,0.2,0.4,0,84.32085,309.4738095,605.542381
0,0.2,0,0,0,0,0.1,0.7,,309.2157143,404.2290476
0,0.3,0,0.3,0,0.2,0,0.2,,309.1709524,578.2933333
0,0.3,0.1,0,0,0.2,0.4,0,73.4156,309.13,179.3757143
0,0,0.5,0,0,0.3,0,0.2,75.80545,309.0205952,125.9452667
0.2,0,0,0.2,0,0.6,0,0,62.8536,308.8461905,689.6857143
0.1,0,0,0.5,0,0.1,0,0.3,,308.6490476,706.7604762
0,0.1,0,0.4,0,0,0.4,0.1,,308.6328571,335.8752381
0,0.1,0.2,0,0,0.5,0.2,0,73.0174,308.5504762,113.8608095
0,0,0.4,0.2,0.2,0,0.2,0,98.695125,308.4039167,288.0011429
0,0,0,0,0.2,0.2,0.5,0.1,97.809453,308.1902857,213.409331
0,0.3,0.5,0,0,0.1,0,0.1,,308.172381,388.4661905
0.2,0,0.3,0,0,0.3,0,0.2,,308.05,407.5990476
0.2,0,0,0,0,0,0.5,0.3,67.1638,307.7414286,263.9466667
0,0,0.4,0.1,0.2,0,0.3,0,68.5868025,307.4301333,832.83975
0,0.1,0.4,0.1,0,0,0.4,0,179.8741257,307.3157143,1048.151905
0,0,0.5,0.1,0.2,0.2,0,0,91.9150175,307.2725905,685.5950714
0,0.7,0.2,0,0,0,0,0.1,62.69565,307.2109524,157.007619
0,0,0.2,0.3,0.3,0,0.2,0,89.06251,307.0485714,423.847881
0.1,0,0,0,0,0.1,0.3,0.5,,307.0359524,331.1547619
0.4,0,0,0.3,0,0.2,0.1,0,,307.0238095,845.9742857
0.2,0.4,0,0,0,0.1,0,0.3,,307.017381,528.7454762
0.1,0,0,0,0,0.1,0.5,0.3,84.5342,306.8519048,182.3759524
0,0.2,0.1,0,0,0.2,0,0.5,80.1999,306.8028571,199.907619
0,0.4,0,0.2,0,0.3,0,0.1,,306.5009524,216.022381
0,0.2,0,0.4,0.1,0,0.3,0,91.77728,306.4690476,139.2961905
0,0,0,0,0.1,0.5,0.3,0.1,1.5743,306.4326429,330.5119048
0.1,0.1,0,0,0,0,0.7,0.1,91.38215,306.3071429,315.6328571
0,0,0.5,0,0,0.3,0.1,0.1,7.3531,306.1881429,319.8945
0,0,0,0.3,0,0.4,0.2,0.1,61.06775,305.739381,163.7399167
0,0.2,0,0,0,0,0.3,0.5,130.73815,305.6809524,333.0480952
0,0,0.1,0,0,0,0.8,0.1,1.388525,305.1361905,295.2485238
0,0,0,0,0.1,0.3,0.2,0.4,87.439325,305.114381,71.82564286
0,0,0.1,0.4,0.1,0,0.4,0,95.45622,304.8809833,899.6884048
0,0,0,0.3,0,0.2,0.4,0.1,5.2698,304.8110476,440.9001667
0,0,0,0,0.3,0.6,0.1,0,62.0769,304.7581929,187.9797619
0.1,0.1,0,0.7,0,0,0.1,0,,304.717619,957.2652381
0,0,0,0,0.4,0.3,0.2,0.1,103.187025,304.6367857,250.7872143
0,0,0,0.4,0.4,0,0.2,0,90.632475,304.4737381,387.6742619
0.1,0.5,0,0,0,0.2,0,0.2,67.7994,304.2319048,425.4945238
0,0.3,0,0,0.3,0,0.1,0.3,,304.1561905,243.3942857
0,0.2,0,0,0.5,0,0.2,0.1,,303.9819048,166.0490476
0,0,0.7,0,0,0.1,0.2,0,3.9114,303.9692619,237.8399524
0.3,0,0,0,0,0.2,0.5,0,82.8431755,303.7304762,415.5885714
0,0.4,0,0,0,0,0.6,0,83.72975,303.0757143,228.627619
0,0,0,0,0.3,0,0.5,0.2,93.764715,302.967119,259.1745714
0,0.4,0,0.1,0,0.1,0,0.4,,302.4847619,478.8366667
0,0.1,0,0.7,0,0.1,0.1,0,,302.4252381,481.6509524
0,0.6,0,0,0,0.1,0,0.3,93.98965,302.0109524,243.6228571
0,0,0.4,0.3,0.1,0,0,0.2,76.52813,301.6058405,193.1401071
0,0,0,0.4,0,0.2,0.3,0.1,,301.4004762,352.9485714
0,0.3,0,0.4,0,0,0.1,0.2,,301.2580952,312.89
0,0,0,0,0,0,0.7,0.3,29.091715,301.0409524,263.5404762
0,0.1,0,0.1,0,0.6,0.2,0,,301.0261905,774.8161905
0.2,0,0.4,0,0,0,0.1,0.3,,300.6685714,239.2438095
0,0,0.3,0.1,0.5,0,0,0.1,60.918235,300.6391762,335.8028333
0.1,0,0.2,0,0,0.4,0.3,0,84.3035,300.4690476,379.4866667
0,0,0,0.6,0,0.1,0.2,0.1,1.8381,300.3234714,397.4337119
0.2,0,0.5,0,0,0,0.1,0.2,,299.9838095,475.0033333
0.1,0,0,0.5,0,0,0.1,0.3,,299.9571429,589.5457143
0,0,0,0.2,0,0.3,0.3,0.2,58.924625,299.6599,278.1686286
0,0.1,0,0.3,0,0.4,0.2,0,,299.657619,847.9380952
0,0,0.6,0,0,0,0.4,0,76.00875,299.6328571,412.092381
0,0.1,0.2,0.2,0,0.5,0,0,,299.2514286,880.7361905
0.1,0,0.1,0,0,0.5,0,0.3,64.952635,299.1333333,424.8642857
0,0,0,0.3,0,0,0.7,0,75.69565,298.9780952,352.9095238
0,0.1,0,0,0,0.5,0.4,0,159.6684445,298.8590476,369.4447619
0,0,0.5,0,0,0,0.1,0.4,9.5817,298.768,172.1794524
0.3,0,0.1,0,0,0,0.5,0.1,,298.7519048,557.4052381
0,0.1,0,0,0.3,0,0.3,0.3,,298.6880952,507.6971429
0,0,0.6,0,0.1,0,0,0.3,53.1309475,298.1747381,232.8113643
0,0,0,0,0,0.1,0,0.9,57.05884,298.1740476,67.90357143
0,0,0.6,0.3,0,0.1,0,0,101.53515,298.1062857,106.2563333
0.2,0,0,0.1,0,0,0.4,0.3,,297.9504762,642.8557143
0.1,0,0.7,0,0,0.1,0.1,0,66.1582,297.8119048,348.7942857
0,0,0.1,0.1,0.7,0.1,0,0,84.6111275,297.239381,158.1726905
0,0,0,0.5,0,0,0.3,0.2,3.377,297.0842381,451.5035357
0.3,0,0.3,0,0,0.3,0,0.1,,296.4738095,584.1109524
0,0,0,0,0.2,0.3,0.5,0,59.0074,296.3695476,185.0235238
0.2,0,0,0.3,0,0,0.2,0.3,,296.0495238,568.9342857
0,0.2,0,0.1,0,0.6,0,0.1,,295.8566667,439.1561905
0.1,0,0.5,0,0,0.3,0,0.1,,295.4957143,464.7380952
0,0,0,0,0.2,0,0,0.8,61.599175,295.3602381,288.1714762
0,0,0.1,0,0,0.6,0.1,0.2,1.2705,294.8536857,11.50967143
0,0.7,0.2,0,0.1,0,0,0,92.1907235,294.5747619,406.0238095
0,0.2,0.6,0,0,0,0.2,0,69.62285,294.5528571,278.6990476
0,0,0,0,0.5,0.5,0,0,77.002,294.5071429,38.00792857
0,0.3,0,0,0,0.2,0.3,0.2,,294.4580952,489.4661905
0,0,0.2,0.1,0.6,0,0,0.1,60.1167175,293.9840952,171.4967857
0,0.5,0,0,0.3,0,0,0.2,73.0864,293.8028571,573.4230952
0,0,0.6,0,0,0.4,0,0,74.9425,293.79,402.9295238
0,0,0.3,0,0,0.1,0,0.6,71.466925,293.7204952,120.9360714
0,0.2,0,0.2,0,0.3,0,0.3,,293.66,209.63
0,0.1,0.5,0,0,0.2,0,0.2,,293.5571429,114.3476667
0.2,0,0.2,0,0,0,0.3,0.3,,293.422381,469.5738095
0.5,0,0,0.2,0,0,0.1,0.2,,292.962381,547.8333333
0,0,0,0.1,0.7,0,0,0.2,61.2206975,292.8352952,213.000581
0.2,0.2,0,0,0,0.1,0,0.5,76.37655,292.7771429,315.2919048
0,0.1,0,0.2,0,0,0.2,0.5,,291.9404762,449.8661905
0,0.1,0.1,0,0,0.7,0.1,0,,291.5885714,179.3238095
0,0,0.3,0,0.6,0,0,0.1,51.816225,291.3403571,380.6722071
0,0.4,0.1,0,0,0.4,0,0.1,,291.2319048,268.3371429
0.4,0,0.1,0,0,0,0.4,0.1,,290.5785714,503.7380952
0,0,0.2,0.2,0.4,0,0,0.2,64.019875,290.5723167,248.4685167
0,0.4,0,0.1,0,0.3,0,0.2,,290.3328571,862.3442857
0,0.1,0,0,0.5,0.1,0.3,0,,290.1314286,263.5357143
0,0,0,0.1,0.5,0,0.4,0,76.66022,289.5643095,734.0560476
0,0,0.4,0,0.5,0.1,0,0,64.08031,289.4811429,14.5920619
0.4,0,0.1,0,0,0.2,0.3,0,67.2468,289.4590476,291.0752381
0.1,0,0.2,0,0,0.5,0.2,0,72.7006,289.452381,282.1942857
0,0.5,0,0,0,0,0.5,0,87.856,289.1578571,233.3180952
0,0,0,0,0.9,0,0,0.1,57.000845,289.0835214,354.8269286
0,0.1,0,0,0,0.4,0.2,0.3,81.6957,289.0533333,303.1480952
0.1,0,0,0,0,0.1,0.6,0.2,78.2089,288.9152381,688.9495238
0,0,0.3,0.6,0.1,0,0,0,216.545795,288.9114286,146.3857857
0,0.2,0,0,0,0.3,0.1,0.4,170.4198,288.6538095,355.5238095
0.1,0,0.9,0,0,0,0,0,73.50205,288.4528571,414.2109524
0,0,0.6,0,0,0,0.3,0.1,0.26895,288.4415238,27.77604762
0,0.1,0,0.1,0,0.6,0,0.2,,288.2695238,982.5771429
0,0.6,0.2,0,0,0,0.1,0.1,,288.2109524,120.2933333
0.1,0,0,0,0.6,0.2,0.1,0,,288.167619,184.9009524
0,0.1,0,0.5,0,0.3,0,0.1,,287.85,507.8004762
0,0,0,0,0,0.6,0,0.4,76.63355,287.7316667,203.5130952
0,0,0,0,0,0.2,0,0.8,75.45805,287.7052381,252.372381
0,0,0,0.1,0,0.2,0,0.7,56.497425,287.4822857,390.9123476
0,0,1,0,0,0,0,0,68.9064,287.4621429,212.3114286
0,0,0,0,0.7,0,0.2,0.1,73.996675,287.3813452,136.4465048
0,0.3,0.5,0,0,0,0.1,0.1,,287.0866667,460.5204762
0,0,0.1,0.6,0.1,0,0.2,0,71.33065,286.9092381,360.1245238
0,0,0,0,0.4,0.3,0,0.3,73.634025,286.5827619,157.3303333
0.1,0.1,0,0,0,0.7,0,0.1,114.32475,286.5004762,329.1333333
0,0,0,0.1,0.8,0,0.1,0,62.008275,286.1951429,717.4874524
0,0.1,0.4,0,0,0.1,0.4,0,75.97835,286.1166667,
0,0.2,0,0.4,0,0.1,0,0.3,,285.5766667,420.6638095
0,0.1,0.1,0,0,0,0.3,0.5,,285.5680952,464.5690476
0.1,0,0,0,0,0.2,0.7,0,83.9341,285.28,466.1004762
0,0,0.5,0.1,0,0,0.4,0,72.739425,285.2655738,311.116381
0,0.4,0.1,0,0,0,0.2,0.3,,285.23,398.0995238
0,0,0.4,0,0,0.1,0,0.5,55.046275,284.4149048,122.0589048
0,0,0,0.5,0.5,0,0,0,31.65975,283.9688095,45.01680952
0,0.3,0,0.4,0,0.3,0,0,,283.322381,785.5680952
0,0.1,0,0,0,0.3,0,0.6,,283.2014286,214.8814286
0,0,0,0,0.5,0.1,0.2,0.2,81.1738,283.143,147.6971429
0,0.1,0,0,0.5,0,0.4,0,78.320155,283.1261905,398.3785714
0,0,0,0.2,0,0.1,0.5,0.2,0.226855,283.0922929,554.7298333
0,0.2,0.2,0,0,0,0.5,0.1,83.73765,283.0095238,308.0295238
0,0.3,0,0.6,0,0,0,0.1,,282.9871429,342.037619
0.1,0,0,0,0.6,0,0.1,0.2,75.0497,282.5833333,241.1395238
0.1,0.1,0,0.1,0,0.7,0,0,,282.3214286,1095.340238
0,0,0,0.2,0,0.7,0,0.1,64.0803125,282.3062619,544.6455429
0,0.4,0.1,0,0,0.4,0.1,0,,282.2185714,426.1204762
0,0,0,0.5,0,0.3,0,0.2,70.8510425,282.1833286,228.7548786
0,0.2,0,0.5,0,0,0.1,0.2,,282.1309524,389.9538095
0,0,0,0.7,0.2,0.1,0,0,76.5474525,281.9190857,404.3831905
0.1,0,0.1,0,0,0,0.7,0.1,,281.8804762,243.3985714
0.1,0.1,0.4,0,0,0,0.4,0,51.41105,281.6804762,338.0433333
0,0,0,0,0,0.4,0.5,0.1,67.15855,281.5404762,301.152381
0.1,0,0.5,0,0,0.1,0,0.3,,281.477619,387.0742857
0.1,0.1,0,0,0,0,0,0.8,64.4929,281.36,415.6347619
0.1,0.2,0.7,0,0,0,0,0,57.7295,281.2409524,334.1914286
0,0,0,0.7,0,0,0,0.3,70.4929564,281.0409524,376.5796905
0,0.1,0.5,0.3,0,0,0,0.1,,280.9114286,145.6819048
0.2,0,0.2,0,0,0,0.2,0.4,,280.7652381,271.62
0,0,0.1,0,0,0.2,0,0.7,44.8802875,280.7441833,161.6352357
0,0,0,0.3,0,0,0.4,0.3,1.2223,280.6225524,294.8687
0,0.2,0,0.5,0,0.1,0.2,0,,280.39,386.7814286
0.1,0,0.6,0,0.2,0,0.1,0,57.3989,280.3704762,264.0080952
0.1,0,0,0.2,0,0.5,0.2,0,,279.7209524,407.787619
0,0,0.1,0,0.8,0,0.1,0,86.7079765,279.4477857,256.7088333
0,0.1,0,0,0,0.4,0,0.5,230.7794,279.4347619,257.84
0,0.1,0.1,0,0,0.4,0,0.4,,279.3190476,358.4942857
0.1,0,0,0.3,0,0.5,0.1,0,,278.8685714,522.2452381
0,0,0,0.3,0,0.3,0.2,0.2,0.5501,278.6481524,522.4945
0,0,0,0.9,0,0.1,0,0,66.721675,278.6345238,309.7289762
0,0,0,0.2,0,0.1,0,0.7,68.1635825,278.473619,384.3804405
0,0.2,0,0,0,0.3,0.2,0.3,,277.8047619,400.39
0,0,0.2,0,0.1,0,0.7,0,94.2157,277.7081357,525.722119
0,0,0,0,0.5,0.2,0,0.3,77.506725,277.6685238,237.20855
0,0.2,0,0.3,0,0,0.2,0.3,,276.982381,322.3666667
0.2,0,0,0,0,0.1,0.2,0.5,,276.6492857,432.3335714
0.2,0,0,0,0,0,0,0.8,77.84745,276.3461905,766.34
0,0,0,0.1,0,0.5,0.4,0,67.0059225,275.790081,401.9593095
0,0.6,0.1,0,0,0.2,0,0.1,,275.7752381,419.5414286
0,0.2,0,0.3,0,0.5,0,0,,275.3757143,722.2552381
0,0,0.3,0,0.1,0,0.6,0,113.532075,274.8263905,289.9678167
0,0,0,0.2,0.5,0,0.3,0,59.8158775,274.6033714,550.19255
0.1,0.2,0,0.2,0,0,0.5,0,85.8024,274.0019048,504.6559524
0,0,0.1,0,0.3,0,0,0.6,72.994302,273.9931738,189.217531
0.3,0.2,0,0,0,0,0.2,0.3,,273.9395238,337.5109524
0.1,0,0,0,0,0.1,0.7,0.1,81.7656,273.8947619,169.7561905
0,0.4,0,0,0,0,0.4,0.2,167.899135,272.9904762,388.2690476
0,0.2,0,0.3,0,0,0.1,0.4,,272.8838095,218.9547619
0.1,0.1,0,0,0,0.6,0,0.2,115.2387,272.5952381,171.4347619
0.1,0.6,0,0,0,0.1,0,0.2,176.7559175,272.5071429,469.1647619
0,0,0,0,0.2,0,0.4,0.4,72.843825,272.1128571,187.3471905
0,0.2,0,0.1,0.6,0,0.1,0,89.4284,271.8590476,669.2985714
0,0,0,0.3,0,0.6,0,0.1,70.0632925,271.8363119,191.7437762
0,0.2,0.1,0,0,0.5,0,0.2,,271.7738095,255.9928571
0,0,0,0,0.3,0.4,0,0.3,71.747525,271.3486524,16.88333333
0,0.2,0.4,0,0,0.3,0,0.1,,270.9966667,238.9380952
0.1,0,0,0.1,0,0.7,0.1,0,75.031,270.9890476,888.862381
0,0.1,0.4,0,0,0.4,0,0.1,,270.5819048,181.377619
0,0,0.4,0.2,0,0,0.4,0,70.289725,270.3907595,310.4735381
0,0.1,0.1,0,0,0.1,0.7,0,,270.1804762,392.3690476
0,0,0,0,0.6,0.1,0.2,0.1,94.07630825,269.8656429,117.1011952
0,0,0.1,0.2,0.1,0.6,0,0,112.492245,269.6748976,402.9037643
0.2,0,0,0.5,0,0.1,0.2,0,,269.6080952,727.0447619
0,0.6,0.1,0,0.3,0,0,0,242.4188498,268.9242857,314.502381
0,0.4,0,0.1,0,0.3,0.2,0,,268.2857143,477.5866667
0,0,0.4,0,0,0.3,0.1,0.2,0.0051,268.0717405,301.7541905
0,0,0,0,0,0.1,0.6,0.3,33.64555,267.8538095,132.0988095
0,0.6,0.1,0,0,0.1,0.2,0,,267.5771429,190.0980952
0,0,0.1,0.3,0.3,0,0.3,0,66.3321675,267.4999286,259.1195952
0,0,0,0.5,0.4,0,0,0.1,54.17874,267.4779524,325.8573095
0,0.2,0,0.1,0,0.2,0,0.5,,267.3257143,256.0609524
0,0.1,0.3,0,0,0.4,0,0.2,,267.2366667,168.207619
0,0,0.1,0,0,0.5,0.2,0.2,3.2175,267.2038333,274.6657143
0,0.1,0.3,0,0,0.4,0.2,0,,266.7233333,378.5338095
0,0,0,0,0.4,0.2,0.1,0.3,3.709095,266.5900714,206.9266048
0,0,0.5,0,0,0.5,0,0,60.3825725,266.4174762,87.56647619
0,0.1,0,0.3,0,0.2,0.4,0,,265.8733333,561.7557143
0,0,0,0.1,0,0.2,0.7,0,59.264475,265.8450476,459.2546667
0.1,0.1,0,0,0,0.4,0.4,0,187.55665,265.4461905,287.3028571
0,0,0.1,0.2,0.7,0,0,0,123.704965,265.3671429,84.90745238
0,0,0.3,0,0,0.2,0.2,0.3,1.173955,265.0568262,180.8138095
0,0,0,0,0.1,0.4,0.1,0.4,0.18705,264.379981,262.1246262
0.1,0,0.2,0,0,0.3,0,0.4,,264.0471429,
0,0,0,0.4,0,0.1,0.1,0.4,64.032635,263.8607619,438.4307357
0,0.4,0,0,0,0.1,0,0.5,,263.4014286,243.3442857
0,0,0.1,0.3,0.5,0,0,0.1,57.7295,263.2766429,259.525119
0,0.5,0,0.1,0,0.1,0.3,0,,263.227619,344.2709524
0,0,0.3,0,0,0.4,0.1,0.2,-0.4591,263.1754357,268.2681452
0,0.3,0,0.2,0,0.4,0.1,0,,262.5338095,773.9742857
0,0,0,0.1,0,0.1,0.3,0.5,61.009675,261.7690952,17.46995238
0,0.1,0,0,0.2,0.4,0.3,0,,261.6519048,189.447619
0.3,0,0,0,0,0.2,0.4,0.1,132.54355,261.5633333,295.7904762
0.1,0,0.4,0,0,0,0.5,0,283.824475,261.5571429,527.9161905
0,0,0.1,0.2,0,0,0,0.7,54.511336,261.4146905,151.8232857
0.1,0,0,0.1,0,0,0.5,0.3,,261.4014286,986.7242857
0,0,0.6,0,0,0,0,0.4,54.171725,261.1153024,298.3060952
0,0,0.3,0.2,0.3,0,0,0.2,56.075675,260.3055714,177.1818095
0,0.7,0,0.2,0,0,0,0.1,,259.6519048,391.8371429
0,0,0.1,0,0,0.2,0.6,0.1,0.2186,259.5736071,299.8230238
0,0,0.1,0,0,0,0,0.9,45.5790775,259.2629048,397.4414286
0.1,0.1,0,0,0,0.4,0,0.4,74.32385,259.2042857,461.725
0.3,0,0,0.2,0,0.4,0.1,0,,259.0757143,324.9261905
0,0.2,0,0.5,0,0.2,0.1,0,,258.9361905,536.6119048
0.1,0,0.4,0,0,0,0.4,0.1,,258.7980952,461.8928571
0,0.4,0.2,0.2,0,0,0.2,0,86.5737345,258.7414286,376.7271429
0,0,0,0.8,0.1,0.1,0,0,83.310825,258.4836595,285.588481
0,0.1,0,0,0,0.6,0,0.3,,258.3647619,244.8085714
0,0.3,0,0,0,0.2,0.2,0.3,,258.2219048,273.2809524
0.3,0.1,0.3,0,0,0,0,0.3,,258.0838095,467.9104762
0,0,0,0.5,0,0.2,0,0.3,62.874475,258.0062619,335.8334286
0,0,0.6,0,0,0.1,0.1,0.2,2.8718,257.7902381,252.8137214
0,0.2,0,0,0,0.5,0,0.3,,257.6685714,307.1080952
0,0,0,0,0.3,0.6,0,0.1,62.42355,257.614119,153.6731429
0,0.1,0.6,0,0,0,0.1,0.2,,257.3861905,
0,0.1,0,0.2,0,0,0.1,0.6,,257.3619048,471.2071429
0,0,0,0,0.1,0.7,0.2,0,60.9923375,257.3459595,439.6693333
0,0,0.1,0.7,0,0,0,0.2,69.88664,256.8144,140.5651905
0,0.3,0.1,0,0,0,0.3,0.3,,256.4261905,377.5166667
0,0.2,0.1,0,0,0.3,0,0.4,,255.9038095,329.6128571
0,0,0.5,0,0,0.1,0,0.4,50.9590925,255.5192167,26.28528571
0,0,0,0.3,0,0.6,0.1,0,60.2004325,255.2853357,232.1532619
0,0,0.2,0,0,0.6,0.2,0,3.0413,255.0188571,230.1193571
0,0.5,0.1,0,0,0.1,0,0.3,,254.9642857,439.1604762
0,0,0.5,0,0,0.2,0,0.3,46.57475,254.4785714,268.2852381
0,0,0,0.5,0,0.1,0.3,0.1,,253.8961905,504.84
0,0.4,0.3,0,0,0.2,0,0.1,,253.7561905,276.002381
0,0.1,0.6,0,0,0.1,0.2,0,,253.5938095,301.2219048
0,0.3,0.2,0,0,0,0.4,0.1,,253.5533333,201.4661905
0,0.1,0.3,0,0,0.2,0.4,0,,253.5285714,349.5185714
0,0,0,0.2,0,0.3,0,0.5,65.51895,253.3824286,454.1575476
0,0.1,0.3,0,0,0,0.5,0.1,,253.3771429,173.6161905
0,0.3,0,0,0,0.1,0,0.6,121.830935,253.3586,630.8402381
0,0.1,0,0,0.3,0,0.6,0,83.432712,252.3752381,498.1619048
0.1,0,0.3,0,0,0.5,0.1,0,,252.3314286,285.8519048
0,0,0,0,0.4,0.5,0,0.1,74.840705,252.2339452,205.3402929
0,0,0.2,0.5,0,0,0.3,0,79.27628,252.0167381,156.1197619
0,0,0,0,0,0,1,0,62.7301,251.5904762,178.7471429
0.4,0,0,0.1,0,0.1,0.4,0,,251.5819048,415.7538095
0,0,0,0,0.3,0,0.6,0.1,-1.832995,251.5638119,63.1807381
0.1,0,0,0.5,0,0.1,0.3,0,,251.3533333,790.9161905
0,0,0,0.2,0,0,0.1,0.7,64.327025,251.2873381,5.468271429
0.1,0,0.1,0,0.5,0,0.3,0,68.075384,250.9638095,2001.190476
0.1,0,0.4,0,0,0.1,0.4,0,77.07621,250.9266667,334.7185714
0,0,0,0,0.1,0.2,0.1,0.6,3.931865,250.8953333,172.8409762
0.3,0.2,0,0,0,0.2,0,0.3,45.892885,250.5366667,423.4057143
0,0,0.2,0,0,0.4,0.4,0,4.652,250.3216667,204.7715
0.2,0,0.2,0,0,0.1,0.5,0,64.59395,250.1961905,304.5261905
0,0.3,0.3,0,0,0.2,0,0.2,,250.0057143,528.5709524
0,0,0.1,0.1,0.1,0,0.7,0,58.344875,249.9738286,411.343881
0.1,0,0,0,0.3,0.5,0,0.1,68.810615,249.957619,254.4804762
0.2,0,0,0,0,0.1,0.4,0.3,,249.7092857,206.5385714
0,0.5,0,0,0,0,0,0.5,70.92515,249.3219048,446.0890476
0,0.4,0,0.3,0,0,0,0.3,,249.0880952,556.8388095
0,0,0,0.1,0,0.1,0.5,0.3,,248.7014286,535.1947619
0,0,0,0,0.4,0,0.2,0.4,4.69055,248.474,188.9810405
